drug	gene	zvalue	pvalue
BRD-K93896332	MAPK6	5.061037611000001	4.1700000000000004e-07
BRD-K93896332	SDF4	5.08833108	3.61e-07
BRD-K09329774	PHKG2	4.138652252	3.4899999999999995e-05
BRD-K09329774	TSC22D3	4.278988233	1.88e-05
BRD-K09329774	KIT	4.595858089	4.31e-06
BRD-K09329774	LOXL1	4.538586256	5.66e-06
BRD-K09329774	FADD	4.750006745	2.03e-06
BRD-K09329774	TPP2	4.642515572	3.44e-06
BRD-K09329774	ADAM8	4.71519377	2.41e-06
BRD-K09329774	NFATC2IP	4.709884262	2.48e-06
BRD-K09329774	DPP3	4.891366651	1e-06
BRD-K09329774	GMIP	5.2082842739999995	1.91e-07
BRD-K09329774	AQP9	4.995058741999999	5.88e-07
BRD-K09329774	LIN7A	4.862319138	1.16e-06
BRD-K09329774	PLPPR1	4.609718885	4.03e-06
BRD-K46297593	ABCC5	6.8913984820000005	5.52e-12
BRD-K46297593	CD28	5.238445264	1.62e-07
BRD-K46297593	ELSPBP1	4.5906484139999995	4.42e-06
BRD-K40522524	CXCL2	5.673683992000001	1.4e-08
BRD-K55082119	KIAA0100	4.747435599	2.06e-06
BRD-K47284302	MAMLD1	4.225550967	2.3800000000000003e-05
methylergometrine	RAC2	4.882937115	1.05e-06
methylergometrine	MOK	4.799900387	1.59e-06
methylergometrine	ABHD6	5.019991556	5.17e-07
methylergometrine	PUS7L	5.12127361	3.03e-07
methylergometrine	TFAP4	4.636485702	3.54e-06
methylergometrine	NRXN3	4.851257371	1.23e-06
methylergometrine	KIAA1644	4.610163861	4.02e-06
AGK-2	GBP1	4.569871193	4.88e-06
AGK-2	CNN1	4.981026846000001	6.32e-07
AGK-2	CCDC6	5.185622702	2.15e-07
AGK-2	BTN3A3	5.0561224639999995	4.2799999999999997e-07
AGK-2	PART1	4.703722998	2.55e-06
AGK-2	WDR59	5.062213656	4.14e-07
AGK-2	GRAMD3	4.588253435	4.47e-06
AGK-2	NLRX1	4.607318128	4.08e-06
AGK-2	FOXRED2	4.608046483	4.06e-06
AGK-2	TMCO6	5.570962566	2.5299999999999998e-08
AGK-2	STMN2	4.890248452	1.01e-06
AGK-2	MPZL2	4.5928566360000005	4.37e-06
AGK-2	DCX	5.792366051	6.9400000000000004e-09
AGK-2	SNAP91	4.627126133	3.71e-06
AGK-2	RPH3A	5.008443251	5.49e-07
AGK-2	DSC3	4.848557242	1.24e-06
AGK-2	KCNC4	4.6677908939999995	3.04e-06
AGK-2	NSG1	4.570307795	4.87e-06
AGK-2	SRGAP3	4.612085003	3.99e-06
AGK-2	CACNA1G	4.851420409	1.23e-06
AGK-2	MLLT4-AS1	4.704595471	2.54e-06
AGK-2	PLXNA2	5.457730979	4.82e-08
AGK-2	BICD1	4.877849246999999	1.07e-06
AGK-2	RIMBP2	5.241845307	1.59e-07
AGK-2	IL20RA	6.1665004	6.98e-10
AGK-2	EHF	4.696408578	2.65e-06
AGK-2	CYP39A1	4.950337588	7.41e-07
AGK-2	GREM2	4.760320506	1.93e-06
AGK-2	MIER2	4.662419579	3.13e-06
AGK-2	PKNOX2	5.397225272000001	6.769999999999999e-08
AKT-inhibitor-1-2	ELOVL6	4.489603208	7.14e-06
AKT-inhibitor-1-2	INSIG1	4.380231825	1.1900000000000001e-05
AKT-inhibitor-1-2	ACAT2	4.318337831	1.57e-05
AKT-inhibitor-1-2	SREBF2	4.7192942680000005	2.37e-06
AKT-inhibitor-1-2	LDLR	5.3425256569999995	9.17e-08
BRD-K38810814	ST6GALNAC2	5.474080521	4.4000000000000004e-08
BRD-K20123385	FAM20B	4.377393807	1.2e-05
BRD-K20123385	TPD52L2	4.300395702	1.7e-05
BRD-K20123385	EDEM1	4.8737006019999995	1.1e-06
BRD-K62189562	CNOT4	4.220129002	2.44e-05
BRD-K53022123	PFKL	6.288366699	3.21e-10
BRD-K53022123	FSD1	4.325200041	1.52e-05
BRD-K01520595	IKBKE	4.3379441519999995	1.4400000000000001e-05
BRD-K74663820	MUC1	4.569455274	4.89e-06
BRD-K74663820	KIF5C	4.144902525	3.4e-05
BRD-K35842817	EPHB2	4.082395244	4.46e-05
I-606061	CXCL2	4.335438185	1.4499999999999998e-05
I-606061	DDIT4	5.133927679	2.84e-07
I-606061	JUN	4.614602304	3.94e-06
I-606061	ADCK3	4.283635683	1.84e-05
BRD-K33071234	KCTD5	5.111023564	3.2e-07
SA-83851	TSPAN6	4.183123684	2.8800000000000002e-05
BRD-K93410778	ADCK3	4.42709578	9.55e-06
BRD-K03176945	NFKB2	4.400924165	1.0800000000000002e-05
BRD-K03176945	PRKAG2	4.205520362	2.6000000000000002e-05
BRD-K03176945	ICAM1	4.842955767	1.28e-06
BRD-K03176945	OXCT1	4.322775374	1.5399999999999998e-05
BRD-K03176945	CNOT4	4.290863415	1.7800000000000002e-05
BRD-K03176945	MAP4K4	4.898210949	9.67e-07
BRD-K03176945	MCOLN1	4.246976128	2.17e-05
BRD-K03176945	RELB	4.4601125669999995	8.19e-06
BRD-K03176945	GATA2	4.485495188	7.27e-06
BRD-K03176945	TLR2	4.6571273710000005	3.21e-06
BRD-K03176945	AGO3	4.661122345	3.14e-06
BRD-K03176945	CLMN	4.823747934	1.41e-06
BRD-K03176945	ADGRE2	4.712262384	2.45e-06
BRD-K16705018	FKBP14	4.310187545	1.63e-05
dihydrodeoxygedunin	NARFL	4.4768489119999995	7.58e-06
SA-1456443	GABRA4	4.595267006	4.32e-06
BRD-K52827598	FKBP14	4.0792679960000005	4.52e-05
BRD-K95052025	CXCL2	4.06220878	4.8599999999999995e-05
BRD-K95052025	VAV3	4.105404542	4.04e-05
BRD-K23370299	TMEM50A	4.131534598	3.6e-05
BRD-K23370299	CCP110	4.440746533	8.96e-06
cinchonine	ADRB2	4.4967829880000005	6.9e-06
L-693403	IDE	5.253909011	1.49e-07
SA-432998	MTF2	4.631062001	3.64e-06
gitoxigenin	CXCL2	4.716222939	2.4e-06
gitoxigenin	EMP1	4.890181685	1.01e-06
BRD-K96552587	DNM1	5.027133327	4.979999999999999e-07
BRD-K96552587	BLCAP	4.207157566	2.59e-05
obatoclax	PTGS2	5.8192402229999995	5.91e-09
obatoclax	CXCL2	4.398168899	1.09e-05
obatoclax	DDIT4	4.405570674	1.06e-05
obatoclax	ARHGEF2	4.61176348	3.99e-06
obatoclax	HERPUD1	5.272993523	1.34e-07
obatoclax	EDEM1	4.927762756	8.32e-07
BRD-K86427056	TBX2	4.13546201	3.54e-05
BRD-K38698447	RASA1	4.819634152	1.44e-06
BRD-K38698447	PEX11A	4.737032861	2.17e-06
BRD-K41087962	CDKN1A	5.284862418	1.26e-07
BRD-K41087962	DDB2	4.112639774	3.91e-05
purmorphamine	MAMLD1	4.130079508	3.63e-05
purmorphamine	FBXO40	4.5794202010000005	4.66e-06
BRD-K67236950	PRKAG2	4.056297567	4.99e-05
BRD-K67236950	DDX39A	4.578939506	4.67e-06
BRD-K67236950	ESF1	4.5717647480000005	4.84e-06
BRD-K43570134	TSC22D3	4.115227085	3.87e-05
BRD-K43570134	ABCC5	4.352500252	1.3500000000000001e-05
pevonedistat	BNIP3L	5.102511988	3.35e-07
pevonedistat	PMAIP1	4.053709268	5.04e-05
pevonedistat	BNIP3	5.559022876	2.71e-08
BRD-K35060373	ADRB2	4.676128903	2.92e-06
daminozide	STMN1	4.520697057	6.16e-06
daminozide	PXN	4.197147781	2.7000000000000002e-05
daminozide	RPA1	4.531413241	5.86e-06
daminozide	RUVBL1	4.054664717	5.02e-05
daminozide	MYBL2	4.6351983169999995	3.57e-06
daminozide	ELAC2	4.455073218	8.39e-06
daminozide	PGM1	4.07679974	4.57e-05
daminozide	TWF2	4.584697171	4.55e-06
daminozide	CPNE3	4.471718257	7.76e-06
daminozide	POP4	5.119855294	3.06e-07
daminozide	RAP1GAP	4.232542156	2.3100000000000002e-05
daminozide	CDK2	5.00105798	5.7e-07
daminozide	HDGF	5.24593774	1.55e-07
daminozide	COPS3	4.784480418999999	1.71e-06
daminozide	PKN1	4.640857527	3.47e-06
daminozide	ERCC3	4.838363299	1.31e-06
daminozide	HSPBP1	4.809658965	1.51e-06
daminozide	RFXANK	5.0944206780000005	3.5e-07
daminozide	TRAPPC12	4.785752511	1.7e-06
daminozide	POLD1	4.901826785	9.49e-07
daminozide	BYSL	4.728538952	2.26e-06
daminozide	TARBP2	5.324854164	1.0099999999999999e-07
daminozide	TROAP	4.751786092	2.02e-06
daminozide	ESPL1	4.6937596269999995	2.68e-06
daminozide	NKRF	4.958265037	7.11e-07
daminozide	PPP2R4	4.972912518999999	6.6e-07
daminozide	LONP1	4.710127381	2.48e-06
daminozide	TXN2	4.613652696	3.96e-06
daminozide	KIFC1	5.097748809	3.44e-07
daminozide	IDH3B	5.295176711	1.1900000000000001e-07
daminozide	CSNK2A1	4.970505288	6.68e-07
daminozide	BCL2L1	4.924581492	8.45e-07
daminozide	CECR5	5.197111158	2.0199999999999998e-07
daminozide	ARMC7	5.412505515	6.21e-08
daminozide	TBRG4	4.805105368	1.55e-06
daminozide	VWA9	4.579873167	4.65e-06
daminozide	BABAM1	6.091316712999999	1.1199999999999999e-09
daminozide	ARMC6	5.4421503179999995	5.26e-08
daminozide	ADCK2	4.6478698089999995	3.35e-06
BRD-K80926963	TBP	4.865313241	1.14e-06
BRD-K80926963	CXCL2	4.612346078	3.98e-06
BRD-K80926963	RRP8	4.897423542	9.709999999999999e-07
BRD-K80926963	KIAA0100	4.630485792	3.65e-06
BRD-K80926963	TXLNA	4.11871636	3.81e-05
BRD-K80926963	SDHB	4.405469784	1.06e-05
BRD-K80926963	DNM1	4.132297821	3.59e-05
BRD-K80926963	NUP62	4.226719129	2.37e-05
BRD-K80926963	B4GAT1	4.4683453769999995	7.88e-06
BRD-K80926963	GAA	5.63323351	1.77e-08
BRD-K80926963	GRB10	5.846776481	5.01e-09
BRD-K80926963	PDLIM4	4.782180955	1.73e-06
BRD-K37482798	SCP2	4.72095701	2.35e-06
BRD-K74712058	STAT5B	4.208292428	2.57e-05
BRD-K74712058	ELAVL1	4.225716536	2.3800000000000003e-05
BRD-K74712058	CYP2E1	4.692621009	2.7e-06
BRD-K08570368	KLHL21	5.8107917360000005	6.22e-09
BRD-K31765411	E2F2	4.605806094	4.11e-06
BRD-K31765411	NCK1	4.0935388260000005	4.2499999999999996e-05
BRD-K31765411	MSRA	4.101871674	4.1e-05
BRD-K97993646	SLC25A14	4.991878006	5.979999999999999e-07
BRD-K36490574	PECR	4.1198340380000005	3.79e-05
BRD-K21064560	ST6GALNAC2	4.3909016780000005	1.13e-05
BRD-K21064560	SARS	4.754663847	1.99e-06
BRD-K46980879	IKBKE	4.30497242	1.67e-05
BRD-K00918977	STAP2	4.17632544	2.9600000000000005e-05
BRD-K38908436	CNOT4	5.596685956	2.18e-08
BRD-K56635255	E2F2	4.889253512	1.01e-06
BRD-K56635255	TBX2	4.232746462	2.3100000000000002e-05
BRD-K56635255	CNOT4	4.40142051	1.0800000000000002e-05
BRD-K56635255	ST6GALNAC2	4.571526929	4.84e-06
BRD-K56635255	HDGFRP3	4.117133736	3.84e-05
BRD-K56635255	SLC37A4	4.132386997	3.59e-05
BRD-K57346283	NCK1	4.111127542	3.9399999999999995e-05
BRD-K57346283	NFIL3	4.199062719	2.68e-05
WZ-3105	IER3	5.217282747	1.82e-07
WZ-3105	CTSV	4.648257042	3.35e-06
WZ-3105	YWHAZ	5.127818223999999	2.93e-07
WZ-3105	PPT1	5.843768647	5.1e-09
WZ-3105	MANBA	4.785654599999999	1.7e-06
WZ-3105	P4HA1	4.618172452	3.87e-06
WZ-3105	ORM1	4.572954349	4.81e-06
WZ-3105	GGCX	5.647128443	1.63e-08
WZ-3105	NPR1	5.213888431	1.85e-07
BRD-K43952716	SYK	4.768734099	1.85e-06
BRD-K43952716	CXCL2	6.247392304	4.17e-10
BRD-K43952716	SGCB	5.092334828	3.5399999999999997e-07
BRD-K43952716	YTHDF1	4.264527793	2e-05
BRD-K43952716	WDR61	4.386728411	1.15e-05
BRD-K43952716	SOCS2	4.654966788	3.24e-06
BRD-K43952716	C2CD2	5.465671385	4.61e-08
1-benzylimidazole	GHR	4.87718069	1.08e-06
MEK1-2-inhibitor	E2F2	4.944357232	7.64e-07
MEK1-2-inhibitor	CHP1	4.978569813	6.41e-07
diflorasone	TSC22D3	4.6601166560000005	3.16e-06
diflorasone	ZFP36	4.141731705	3.45e-05
diflorasone	FKBP5	5.405660083	6.46e-08
diflorasone	ZBTB16	5.165164833	2.4e-07
diflorasone	GPLD1	4.938794742	7.86e-07
diflorasone	SLC2A11	4.667429006	3.05e-06
BRD-K96044609	CASP2	4.063879108	4.83e-05
BRD-K96044609	SLC25A14	4.050506549	5.11e-05
BRD-K81249836	EIF4G1	4.81241449	1.49e-06
BRD-K81249836	PSMF1	4.065660729	4.79e-05
BRD-K86430746	PRKCH	4.604517532	4.13e-06
BRD-K86430746	MAL	5.050686821	4.4e-07
BRD-K51930253	TGFBR2	4.431015015	9.38e-06
BRD-K51930253	GATA2	4.510848733	6.46e-06
BRD-K19487261	FAS	4.0632406880000005	4.84e-05
BRD-K72303429	ICAM1	4.562291954	5.06e-06
BRD-K72303429	E2F2	4.583948184	4.56e-06
BRD-K72303429	MMP1	4.31977511	1.56e-05
BRD-K72303429	PAX8	4.423504025	9.71e-06
BRD-K72303429	BCL2	4.252176375	2.12e-05
BRD-K72303429	NARFL	4.242697417	2.2100000000000002e-05
BRD-K72303429	SLC25A14	4.198434454	2.6899999999999997e-05
BRD-K72303429	TMEM110	4.177288374	2.95e-05
BRD-K72303429	PEX11A	4.520111935	6.18e-06
BRD-K72303429	AGL	4.428912077	9.47e-06
BRD-K72303429	CXCR4	4.7231285839999995	2.32e-06
BRD-K94390040	LSS	4.859472116	1.18e-06
BRD-K58191509	USP1	4.090228700000001	4.31e-05
BRD-K58191509	KIT	4.119276402	3.8e-05
BRD-K17874705	FZD7	4.148230685	3.35e-05
BRD-K17874705	LYN	4.116946723	3.84e-05
BRD-K17874705	TIAM1	4.232457778000001	2.3100000000000002e-05
BRD-K07481948	MMP1	4.374576845	1.22e-05
diphenidol	CASP2	4.7554052339999995	1.98e-06
parthenolide	HMOX1	5.914254719	3.3299999999999995e-09
dinaciclib	DDR1	11.55103413	7.29e-31
dinaciclib	PAX8	5.98293244	2.1899999999999997e-09
dinaciclib	ABCF1	4.410196453999999	1.0300000000000001e-05
dinaciclib	RHOA	6.026877872999999	1.6699999999999998e-09
dinaciclib	ATP6V0B	6.7439326070000005	1.54e-11
dinaciclib	APP	6.614125957000001	3.74e-11
dinaciclib	CALM3	9.539024777	1.4400000000000001e-21
dinaciclib	PTPRF	8.863785181	7.7299999999999995e-19
dinaciclib	GRN	5.533271295	3.14e-08
dinaciclib	KDELR2	4.552077344	5.31e-06
dinaciclib	SKP1	4.064793078	4.8100000000000004e-05
dinaciclib	CALU	6.0268346379999995	1.6699999999999998e-09
dinaciclib	CTSD	13.50700488	1.4199999999999997e-41
dinaciclib	ECH1	4.122061181	3.75e-05
dinaciclib	IQGAP1	8.684204494	3.8100000000000005e-18
dinaciclib	PSME1	7.334653874	2.2200000000000001e-13
dinaciclib	HYOU1	7.081911573999999	1.4199999999999998e-12
dinaciclib	TMED10	5.139949487	2.75e-07
dinaciclib	HADH	6.184397145	6.23e-10
dinaciclib	PSMF1	8.941617459	3.84e-19
dinaciclib	MYL9	10.75639852	5.5299999999999996e-27
dinaciclib	MMP2	8.314465828	9.22e-17
dinaciclib	PXN	6.60840138	3.88e-11
dinaciclib	PFKL	4.840394982	1.3e-06
dinaciclib	PGRMC1	6.280434734	3.3799999999999997e-10
dinaciclib	PLP2	9.975295184	1.96e-23
dinaciclib	HTRA1	9.327607001	1.08e-20
dinaciclib	LRPAP1	9.735435022	2.13e-22
dinaciclib	CREG1	9.638657232	5.4899999999999995e-22
dinaciclib	LGMN	7.60313881	2.89e-14
dinaciclib	SCP2	9.148477379	5.769999999999999e-20
dinaciclib	CRTAP	12.93418836	2.8899999999999997e-38
dinaciclib	TRAP1	4.324018012	1.53e-05
dinaciclib	IGF2R	8.990857027999999	2.45e-19
dinaciclib	CAT	9.315033422	1.22e-20
dinaciclib	JUN	10.44915445	1.4800000000000002e-25
dinaciclib	PRCP	13.56232395	6.7e-42
dinaciclib	ZFP36	6.427824149	1.29e-10
dinaciclib	DCTD	6.360132332999999	2.02e-10
dinaciclib	SMC1A	4.085221892	4.4e-05
dinaciclib	NISCH	5.857939475	4.689999999999999e-09
dinaciclib	ICMT	7.113185057000001	1.13e-12
dinaciclib	MBTPS1	7.621618937999999	2.51e-14
dinaciclib	IER3	12.89319303	4.92e-38
dinaciclib	UBE2L6	9.090720295	9.84e-20
dinaciclib	USP14	7.4712391910000004	7.94e-14
dinaciclib	EGR1	11.63424493	2.76e-31
dinaciclib	DNMT1	4.071627881	4.6700000000000003e-05
dinaciclib	EPB41L2	4.709137059	2.49e-06
dinaciclib	RPA2	4.146265508	3.3799999999999995e-05
dinaciclib	PSME2	6.124724457	9.080000000000001e-10
dinaciclib	DAXX	4.326981153	1.51e-05
dinaciclib	EFCAB14	8.650166138	5.14e-18
dinaciclib	SCARB1	7.065742019	1.6e-12
dinaciclib	IL13RA1	8.231524667	1.85e-16
dinaciclib	PSRC1	5.557598099	2.74e-08
dinaciclib	MYCBP2	4.4783314039999995	7.52e-06
dinaciclib	RSU1	9.878922009	5.1399999999999997e-23
dinaciclib	KIAA0196	4.366063826	1.27e-05
dinaciclib	EXT1	4.53802764	5.68e-06
dinaciclib	MEST	7.305241217000001	2.77e-13
dinaciclib	CTSL	4.973720687	6.57e-07
dinaciclib	PLOD3	10.88934959	1.2999999999999999e-27
dinaciclib	ARL4C	5.175511535	2.2699999999999998e-07
dinaciclib	TRIB1	10.16236829	2.92e-24
dinaciclib	VPS72	6.786042741	1.1499999999999999e-11
dinaciclib	HSD17B10	8.409379773	4.12e-17
dinaciclib	DECR1	5.40048931	6.65e-08
dinaciclib	ERBB3	5.363102603	8.179999999999999e-08
dinaciclib	PAPD7	8.328661678	8.179999999999999e-17
dinaciclib	HMGCR	10.01837404	1.2699999999999999e-23
dinaciclib	S100A13	4.530853134	5.87e-06
dinaciclib	HTATSF1	5.081348138	3.75e-07
dinaciclib	SERPINE1	9.68594412	3.46e-22
dinaciclib	APPBP2	4.13887699	3.4899999999999995e-05
dinaciclib	ICAM1	11.28943917	1.48e-29
dinaciclib	NRAS	4.280756413	1.86e-05
dinaciclib	PSMB10	7.556565942000001	4.14e-14
dinaciclib	DUSP11	8.975431006	2.82e-19
dinaciclib	HIST2H2BE	11.32578765	9.779999999999999e-30
dinaciclib	PTPN1	4.477320434	7.56e-06
dinaciclib	P4HA2	8.20295204	2.35e-16
dinaciclib	PHKB	5.496059075	3.88e-08
dinaciclib	PIK3R3	13.06700184	5.079999999999999e-39
dinaciclib	GPC1	8.628880543	6.2e-18
dinaciclib	OXCT1	6.211593857	5.24e-10
dinaciclib	NNT	5.250037561	1.5199999999999998e-07
dinaciclib	PRKACA	7.3619944020000005	1.8100000000000004e-13
dinaciclib	GAA	7.021666361	2.1899999999999998e-12
dinaciclib	FAH	7.604716304	2.86e-14
dinaciclib	WFS1	5.108723319	3.24e-07
dinaciclib	FAM20B	4.142420093999999	3.4399999999999996e-05
dinaciclib	PIN1	4.53052328	5.88e-06
dinaciclib	ARNT2	4.236920829	2.27e-05
dinaciclib	PYGL	4.313064798	1.6100000000000002e-05
dinaciclib	PTPRK	8.604517527999999	7.660000000000001e-18
dinaciclib	TCTA	4.438038978	9.08e-06
dinaciclib	PTK2B	11.63730938	2.66e-31
dinaciclib	TIMP2	11.4143468	3.5499999999999996e-30
dinaciclib	MTFR1	8.31361612	9.28e-17
dinaciclib	MAPK9	6.848695615	7.45e-12
dinaciclib	IL4R	9.963644769	2.2000000000000002e-23
dinaciclib	NPRL2	5.68133962	1.3400000000000001e-08
dinaciclib	DRAP1	8.829196346	1.05e-18
dinaciclib	DFFA	6.847220085	7.53e-12
dinaciclib	HS2ST1	6.991966918999999	2.7099999999999996e-12
dinaciclib	DYNLT3	8.862198558	7.85e-19
dinaciclib	MYCBP	6.2232450429999995	4.87e-10
dinaciclib	SOCS2	8.904190552000001	5.3799999999999995e-19
dinaciclib	APOE	6.14502369	8e-10
dinaciclib	PRAF2	9.375627857000001	6.879999999999999e-21
dinaciclib	EPN2	4.621160117	3.82e-06
dinaciclib	CEP57	6.526638949	6.73e-11
dinaciclib	IPO13	7.298669181	2.91e-13
dinaciclib	AGL	4.718331717	2.38e-06
dinaciclib	LOXL1	7.333211133	2.2500000000000003e-13
dinaciclib	CSNK2A2	10.45180665	1.4400000000000003e-25
dinaciclib	FGFR2	10.13372629	3.9099999999999996e-24
dinaciclib	TRIM13	10.30852688	6.45e-25
dinaciclib	NUCB2	9.435761824	3.8799999999999996e-21
dinaciclib	BCL2	4.3783110480000005	1.2e-05
dinaciclib	PHKG2	7.810924697000001	5.68e-15
dinaciclib	GADD45A	11.64828617	2.3399999999999997e-31
dinaciclib	RAB21	6.141018559	8.200000000000001e-10
dinaciclib	TCEA2	8.838796072000001	9.68e-19
dinaciclib	NFKBIE	9.763336589	1.62e-22
dinaciclib	GNB5	6.654186383	2.8500000000000002e-11
dinaciclib	WASF3	5.846009385	5.04e-09
dinaciclib	PRKX	7.56288588	3.94e-14
dinaciclib	CCNH	4.60604878	4.1e-06
dinaciclib	TESK1	8.661371217000001	4.660000000000001e-18
dinaciclib	CDC45	4.485007675	7.29e-06
dinaciclib	IFNAR1	9.726613746	2.3199999999999997e-22
dinaciclib	CDK2	6.630161642999999	3.35e-11
dinaciclib	PMAIP1	7.299087874	2.9e-13
dinaciclib	PIK3C3	6.4221222739999995	1.34e-10
dinaciclib	PIK3CA	10.12163112	4.43e-24
dinaciclib	FZD1	10.68539397	1.1900000000000001e-26
dinaciclib	MMP1	7.989713915	1.35e-15
dinaciclib	PPIC	5.996059262999999	2.02e-09
dinaciclib	ACD	4.295329186	1.74e-05
dinaciclib	TFAP2A	10.79696035	3.56e-27
dinaciclib	SHB	7.034046755	2.0099999999999997e-12
dinaciclib	C2CD2L	9.766869536	1.56e-22
dinaciclib	PPOX	8.108166951	5.14e-16
dinaciclib	TCFL5	4.335672715	1.4499999999999998e-05
dinaciclib	ZNF274	4.188302196	2.8100000000000002e-05
dinaciclib	TRAPPC6A	11.49907958	1.3299999999999999e-30
dinaciclib	CCNE2	4.990889061	6.01e-07
dinaciclib	KIT	7.354502815	1.92e-13
dinaciclib	IL1B	10.60468459	2.83e-26
dinaciclib	MOK	7.638331927	2.2e-14
dinaciclib	CD40	8.412532411	4.01e-17
dinaciclib	PEX11A	6.540184435	6.14e-11
dinaciclib	GNA15	6.34066039	2.29e-10
dinaciclib	FOXO4	5.824030557	5.74e-09
dinaciclib	CASP10	6.529500887999999	6.6e-11
dinaciclib	GHR	5.517026233999999	3.4500000000000005e-08
dinaciclib	C5	5.145129552	2.67e-07
dinaciclib	BTK	4.569970445	4.88e-06
dinaciclib	SNX7	9.424449437	4.32e-21
dinaciclib	NOS3	6.376682842	1.8100000000000002e-10
dinaciclib	ALAS1	4.410478379	1.0300000000000001e-05
dinaciclib	BPHL	5.912827916	3.3600000000000004e-09
dinaciclib	NFATC4	9.937495023	2.86e-23
dinaciclib	FUT1	9.99986167	1.5300000000000001e-23
dinaciclib	EGF	10.00130591	1.5e-23
dinaciclib	CPSF4	5.140717735	2.74e-07
dinaciclib	LPAR2	9.937973227999999	2.8500000000000005e-23
dinaciclib	DFFB	13.47706844	2.1299999999999998e-41
dinaciclib	SLC35A3	4.901532442	9.51e-07
dinaciclib	E2F2	4.721378324	2.34e-06
dinaciclib	TERT	11.11714205	1.04e-28
dinaciclib	PTPRC	10.31417989	6.079999999999999e-25
dinaciclib	RAC2	4.309202155	1.64e-05
dinaciclib	POLR1C	6.7717272610000006	1.2699999999999999e-11
dinaciclib	NFKB2	9.336483431	9.96e-21
dinaciclib	SYK	11.26118024	2.04e-29
dinaciclib	PSMD9	7.731887977	1.06e-14
dinaciclib	NVL	6.738518837000001	1.6e-11
dinaciclib	LSR	8.97741651	2.77e-19
dinaciclib	CTNND1	7.5203662	5.46e-14
dinaciclib	BAX	5.063159248	4.1200000000000004e-07
dinaciclib	EIF4G1	7.006839387	2.44e-12
dinaciclib	PDLIM1	4.287906184	1.8e-05
dinaciclib	HLA-DRA	7.340728877	2.12e-13
dinaciclib	LGALS8	5.118094335	3.09e-07
dinaciclib	BECN1	6.166122895	7.000000000000001e-10
dinaciclib	ALDH7A1	8.711310572	3e-18
dinaciclib	DNAJB6	5.310480745	1.0900000000000001e-07
dinaciclib	CORO1A	7.276672585	3.4200000000000006e-13
dinaciclib	CYB561	4.702868584	2.57e-06
dinaciclib	MAN2B1	8.703726422	3.2099999999999995e-18
dinaciclib	FOS	8.072439631	6.89e-16
dinaciclib	GADD45B	6.704247272999999	2.0200000000000002e-11
dinaciclib	IKBKB	8.173267029	3e-16
dinaciclib	MKNK1	6.188511364	6.07e-10
dinaciclib	RAB27A	4.795396765	1.62e-06
dinaciclib	EPHB2	4.648626064	3.34e-06
dinaciclib	GATA3	4.094531407	4.23e-05
dinaciclib	ACAT2	5.719260489	1.07e-08
dinaciclib	PAK1	4.1491364310000005	3.34e-05
dinaciclib	CETN3	5.735465887999999	9.72e-09
dinaciclib	TGFB3	13.74512426	5.45e-43
dinaciclib	SPP1	4.8909497360000005	1e-06
dinaciclib	PRKCQ	8.489763945	2.07e-17
dinaciclib	FYN	5.034688173999999	4.79e-07
dinaciclib	PLA2G4A	7.375438618	1.6399999999999998e-13
dinaciclib	DYRK3	5.926401703	3.1e-09
dinaciclib	GPER1	4.198941186	2.68e-05
dinaciclib	LYN	7.659675576000001	1.86e-14
dinaciclib	BMP4	9.111612202	8.119999999999999e-20
dinaciclib	CXCR4	7.055627444	1.7200000000000001e-12
dinaciclib	COL4A1	12.43369473	1.7199999999999998e-35
dinaciclib	ADGRG1	6.641783552000001	3.0999999999999996e-11
dinaciclib	IGFBP3	4.782277303	1.73e-06
dinaciclib	H2AFV	8.287775726	1.15e-16
dinaciclib	ATP2C1	7.521536658	5.41e-14
dinaciclib	SPRED2	5.650642551000001	1.6e-08
dinaciclib	ATP11B	6.8593145689999995	6.92e-12
dinaciclib	ARID5B	8.965313125	3.09e-19
dinaciclib	CHN1	5.10375047	3.33e-07
dinaciclib	PLEKHM1	6.098508089	1.07e-09
dinaciclib	CAMSAP2	8.813618213	1.21e-18
dinaciclib	WDR7	7.7822864560000005	7.12e-15
dinaciclib	SUPV3L1	7.617583294	2.58e-14
dinaciclib	RFNG	8.608230411000001	7.42e-18
dinaciclib	COG7	4.091341325	4.29e-05
dinaciclib	SNX13	9.612520864	7.0799999999999995e-22
dinaciclib	GDPD5	7.539174677	4.73e-14
dinaciclib	APBB2	6.124993326	9.070000000000001e-10
dinaciclib	FCHO1	6.156351208999999	7.439999999999999e-10
dinaciclib	FAM69A	8.494678516	1.98e-17
dinaciclib	SMARCA4	8.148974919	3.67e-16
dinaciclib	SOX2	10.74166617	6.49e-27
dinaciclib	TBC1D31	5.25534965	1.48e-07
dinaciclib	CTTN	4.583597574	4.57e-06
dinaciclib	SPDEF	6.156431757000001	7.439999999999999e-10
dinaciclib	TRIM2	5.215045313	1.8399999999999998e-07
dinaciclib	PPP1R13B	6.736901175	1.62e-11
dinaciclib	CCL2	4.982282936	6.28e-07
dinaciclib	HOMER2	7.094434224	1.3000000000000001e-12
dinaciclib	HLA-DMA	4.964992185	6.87e-07
dinaciclib	RAB31	5.989248106000001	2.1100000000000004e-09
dinaciclib	TMEM50A	4.861060087	1.17e-06
