drug	gene	zvalue	pvalue
BRD-K30437804	NIPSNAP1	-5.289437327	1.23e-07
BRD-K30437804	PHKA1	-5.204282119	1.95e-07
BRD-K19995377	CDK7	-4.255994853	2.08e-05
BRD-K19995377	TKT	-4.801895481	1.57e-06
MW-A1-6	PGRMC1	-4.341312837	1.42e-05
BRD-K86901264	ITGB1BP1	-4.669467159	3.02e-06
fatostatin	BRCA1	-4.543371606	5.54e-06
fatostatin	PSME2	-4.5559302719999994	5.22e-06
fatostatin	MIF	-5.065286292	4.0799999999999995e-07
fatostatin	HSPA8	-4.836790869	1.32e-06
fatostatin	CDC25B	-6.425834928	1.31e-10
fatostatin	KIAA0907	-4.581842593999999	4.61e-06
fatostatin	RPA1	-4.356802914	1.32e-05
fatostatin	SYPL1	-4.523666661	6.08e-06
fatostatin	HMGCR	-4.120128181	3.79e-05
fatostatin	NIT1	-4.05634384	4.98e-05
fatostatin	PSMG1	-5.00496096	5.59e-07
fatostatin	YKT6	-4.493702497	7e-06
fatostatin	TJP1	-4.224240464	2.4e-05
fatostatin	TIPARP	-4.226281455	2.3800000000000003e-05
fatostatin	POLR2I	-5.159685595	2.47e-07
fatostatin	ITGAE	-4.777537131	1.77e-06
fatostatin	GTPBP8	-4.350102299	1.36e-05
fatostatin	IARS2	-5.846598577999999	5.02e-09
fatostatin	CCNB2	-4.548179891	5.41e-06
fatostatin	CD44	-4.128733537	3.65e-05
fatostatin	UBE2A	-4.5745119260000005	4.77e-06
fatostatin	TBCB	-4.80763621	1.53e-06
fatostatin	SGK1	-5.067542203	4.03e-07
fatostatin	TOMM22	-5.5683326829999995	2.57e-08
fatostatin	PARN	-5.599028934	2.16e-08
fatostatin	FZD5	-4.692073569	2.7e-06
fatostatin	EIF3D	-5.569232225	2.56e-08
fatostatin	SNX3	-4.737538658	2.16e-06
fatostatin	FNTA	-5.358166032	8.41e-08
fatostatin	UBE2L3	-4.930479443	8.2e-07
fatostatin	XRCC6	-5.0199944610000005	5.17e-07
fatostatin	BCAP31	-5.024370574	5.05e-07
fatostatin	CCT4	-5.1114675169999995	3.2e-07
fatostatin	RPLP2	-4.66635492	3.07e-06
fatostatin	RPS16	-4.990355279	6.03e-07
fatostatin	ANXA4	-6.506624284	7.69e-11
fatostatin	NQO1	-4.576561544	4.73e-06
fatostatin	ARF5	-5.008921916	5.47e-07
fatostatin	GJA1	-4.748481538	2.05e-06
fatostatin	GNG10	-4.791555746	1.65e-06
fatostatin	NSA2	-4.966919484	6.8e-07
fatostatin	PPP5C	-4.841383616	1.29e-06
fatostatin	KAT2A	-5.470746748	4.4800000000000004e-08
fatostatin	EIF3M	-4.9005781719999995	9.56e-07
fatostatin	CD2BP2	-4.600438123	4.22e-06
fatostatin	C14orf2	-4.888949893	1.01e-06
fatostatin	TMEM147	-6.271716785	3.57e-10
fatostatin	RANBP1	-5.208520392	1.9e-07
fatostatin	DHFR	-4.591704026	4.4e-06
fatostatin	MRPL40	-4.788377102	1.68e-06
fatostatin	UPP1	-4.835473499	1.33e-06
fatostatin	MAP2K4	-4.912334878999999	9e-07
fatostatin	NDUFB3	-5.199196403999999	2e-07
fatostatin	PRPSAP2	-5.49926556	3.8100000000000004e-08
fatostatin	NDUFB5	-4.684248212	2.81e-06
fatostatin	RIDA	-4.791435019	1.66e-06
fatostatin	SENP3	-5.630571947999999	1.8e-08
fatostatin	ENTPD4	-4.716874519	2.39e-06
fatostatin	CKS2	-4.8729062889999994	1.1e-06
fatostatin	MRPS12	-5.725778807999999	1.03e-08
fatostatin	UCHL3	-4.65378376	3.26e-06
fatostatin	IFT27	-5.585564422000001	2.33e-08
fatostatin	PARG	-4.79567768	1.62e-06
fatostatin	PIGF	-5.031751872	4.86e-07
fatostatin	CNBP	-5.700887434	1.1899999999999999e-08
fatostatin	AKR1B10	-5.217774899	1.8100000000000002e-07
fatostatin	AP3D1	-4.630158164	3.65e-06
fatostatin	HSPH1	-5.353484478	8.630000000000001e-08
fatostatin	ALG3	-5.538296347	3.0499999999999995e-08
fatostatin	ISG20L2	-4.652748889	3.28e-06
fatostatin	RNPEP	-4.714353192	2.42e-06
fatostatin	TKT	-4.868480036	1.12e-06
fatostatin	PSMB6	-5.637218374	1.73e-08
fatostatin	CANX	-5.167864099	2.37e-07
fatostatin	EIF3G	-5.724466239	1.04e-08
fatostatin	C1QBP	-6.119886028	9.36e-10
fatostatin	KRT8	-5.15210702	2.58e-07
fatostatin	TAX1BP3	-4.658399016000001	3.19e-06
fatostatin	DNAJA2	-5.004997122	5.59e-07
fatostatin	PROSC	-4.774872351	1.8e-06
fatostatin	THOC5	-5.305176067	1.13e-07
fatostatin	PKP3	-4.599252407	4.24e-06
fatostatin	SSNA1	-4.985303903	6.19e-07
fatostatin	SIVA1	-4.910102783	9.1e-07
fatostatin	RAB11FIP5	-5.3482991580000006	8.880000000000001e-08
fatostatin	EIF4A1	-5.589628246	2.28e-08
fatostatin	HSP90AA1	-5.755889122	8.62e-09
fatostatin	AHNAK	-5.087635758999999	3.6299999999999995e-07
fatostatin	MRPS27	-5.026854532	4.99e-07
fatostatin	RNF187	-5.517614795	3.44e-08
fatostatin	IMP4	-4.655108913	3.24e-06
fatostatin	DDX3X	-4.606467085	4.1e-06
fatostatin	FLAD1	-4.702340712	2.57e-06
fatostatin	CHD8	-5.524223322	3.31e-08
fatostatin	RRAS2	-5.1509205410000005	2.59e-07
fatostatin	MZT2A	-5.171098088	2.33e-07
fatostatin	CCNE1	-5.274193958	1.33e-07
fatostatin	MRPL23	-4.622693171	3.79e-06
fatostatin	MOB1A	-4.663198864	3.11e-06
fatostatin	OAZ1	-4.628766673	3.68e-06
fatostatin	KIAA0930	-5.267626964	1.3800000000000002e-07
fatostatin	CHCHD2	-5.543141229	2.97e-08
fatostatin	DDX56	-6.299939032999999	2.98e-10
fatostatin	NRBP1	-4.725273764	2.3e-06
fatostatin	TTC19	-4.880710103	1.06e-06
fatostatin	GMPR2	-4.811614687	1.5e-06
fatostatin	COA3	-5.244332057	1.57e-07
fatostatin	BFAR	-4.839896347	1.3e-06
fatostatin	TIMM23	-5.068615487	4.01e-07
fatostatin	MCTS1	-4.90879663	9.159999999999999e-07
fatostatin	TIMM13	-5.190955237	2.0899999999999998e-07
fatostatin	MRPL24	-5.012207863	5.38e-07
fatostatin	LAMTOR2	-5.016382522	5.27e-07
fatostatin	OSBPL11	-4.586917088	4.5e-06
fatostatin	TRIAP1	-5.367905683	7.969999999999999e-08
fatostatin	TOR3A	-5.565803202000001	2.61e-08
fatostatin	EXOSC5	-4.6899806260000005	2.73e-06
fatostatin	APTX	-5.096211021	3.47e-07
fatostatin	TEX264	-4.711380957	2.46e-06
fatostatin	NUP37	-5.023755848	5.070000000000001e-07
fatostatin	PUS1	-5.5017698170000005	3.76e-08
fatostatin	PTRH2	-4.800873378	1.58e-06
fatostatin	REXO4	-4.730909403	2.24e-06
fatostatin	LSM8	-4.661843321	3.13e-06
fatostatin	GEMIN6	-5.021757791000001	5.12e-07
fatostatin	TBRG4	-6.715495809	1.87e-11
fatostatin	DDX47	-4.7847649610000005	1.71e-06
fatostatin	EMC6	-5.111715155	3.19e-07
fatostatin	QTRT1	-4.733829056	2.2e-06
fatostatin	LSG1	-5.105234863	3.3e-07
fatostatin	TMEM208	-4.997060235	5.82e-07
fatostatin	SPCS3	-4.807683228999999	1.53e-06
fatostatin	MRPL17	-5.782640944	7.35e-09
fatostatin	RPL26	-6.042556301	1.52e-09
fatostatin	PGAP2	-5.097879997	3.43e-07
fatostatin	RPS27A	-4.575959258	4.74e-06
fatostatin	E2F4	-5.346374598	8.97e-08
fatostatin	ZNF195	-4.604826267	4.13e-06
fatostatin	ATXN10	-5.6429919029999995	1.67e-08
fatostatin	UBE2G1	-5.546523833999999	2.9100000000000002e-08
fatostatin	TRMU	-6.3613207329999994	2e-10
fatostatin	ZDHHC13	-5.356119178	8.5e-08
fatostatin	AKIP1	-4.6199794	3.84e-06
fatostatin	LSM14A	-5.022420319	5.1e-07
BRD-K30267135	CIAPIN1	-4.695295661	2.66e-06
BRD-K31274539	NUP85	-4.744032715	2.1e-06
BRD-K95631838	NUP85	-4.167756611000001	3.0799999999999996e-05
BRD-K16117792	NPDC1	-4.298231606	1.7199999999999998e-05
BRD-K25731886	SCAND1	-4.336696877	1.4499999999999998e-05
BRD-K25731886	COG7	-5.002234163	5.67e-07
BRD-K25731886	RPL35	-4.640478481000001	3.48e-06
BRD-K25731886	PFN1	-5.426274672000001	5.75e-08
BRD-K25731886	ATF4	-4.774309109	1.8e-06
BRD-K25731886	SNRPD2	-5.267155482	1.3900000000000001e-07
BRD-K25731886	SEPW1	-4.580279711	4.64e-06
BRD-K25731886	PHB2	-5.660608923	1.51e-08
BRD-K25731886	NAA10	-4.852233783	1.22e-06
BRD-K25731886	PAPSS2	-5.561077162	2.6800000000000002e-08
BRD-K25731886	TIMM44	-4.902077993	9.48e-07
BRD-K25731886	SLC12A2	-4.720658879	2.35e-06
BRD-K25731886	H2AFX	-4.784404951	1.71e-06
BRD-K25731886	BCS1L	-5.939338009	2.8600000000000005e-09
BRD-K25731886	TKT	-5.024340817	5.05e-07
BRD-K25731886	NDUFA9	-6.686994202999999	2.2799999999999998e-11
BRD-K25731886	ATP5H	-5.2601350280000005	1.44e-07
BRD-K25731886	ATP5L	-4.701458294	2.58e-06
BRD-K25731886	FKBP9	-5.0037722669999996	5.62e-07
BRD-K25731886	PRUNE2	-4.679800156000001	2.87e-06
BRD-K25731886	TPI1	-5.781110791000001	7.42e-09
BRD-K25731886	ARPC2	-4.808464391	1.52e-06
BRD-K25731886	SYNJ2BP	-5.0143443969999995	5.32e-07
BRD-K25731886	DDX47	-4.953038692	7.31e-07
BRD-K25731886	C19orf60	-4.862328272	1.16e-06
BRD-K25731886	ILKAP	-4.6386559080000005	3.51e-06
BRD-K63614890	LDHB	-4.864696711000001	1.15e-06
BRD-K54405293	DNAJA3	-5.212307783	1.87e-07
BRD-K95611306	ARHGAP1	-4.613427848	3.96e-06
BRD-K95611306	NPDC1	-4.360392849	1.3000000000000001e-05
BRD-K12124649	HK1	-4.844763478	1.27e-06
BRD-K12124649	NUP88	-4.5653792619999995	4.99e-06
BRD-K12124649	NIPSNAP1	-4.635541802	3.56e-06
BRD-K37434018	ADCK3	-4.422161606	9.77e-06
imiquimod	CDC25B	-4.632873749	3.61e-06
imiquimod	THOC5	-5.088339811	3.61e-07
imiquimod	DUSP7	-4.712766468	2.44e-06
BRD-K37459628	PCNA	-4.634833016	3.57e-06
talipexole	VIM	-4.782555371	1.73e-06
BRD-K78559095	KTN1	-4.1074337210000005	4e-05
BRD-K98025142	CDC20	-4.916643914	8.8e-07
BRD-K98025142	DNM1L	-4.455313698	8.38e-06
BRD-K40454949	PSME1	-5.020252487	5.16e-07
BRD-K40454949	HSPB1	-4.722680184	2.33e-06
BRD-K40454949	RPS6	-5.531109001	3.18e-08
BRD-K40454949	MIF	-5.087009386	3.64e-07
BRD-K40454949	DPH2	-4.125862054	3.69e-05
BRD-K40454949	RPN1	-4.212514963	2.5300000000000002e-05
BRD-K40454949	ETFB	-4.1585674180000005	3.2e-05
BRD-K40454949	MRPL12	-5.5111421	3.5699999999999995e-08
BRD-K40454949	PNP	-4.468002836	7.9e-06
BRD-K40454949	S100A4	-4.923603694	8.5e-07
BRD-K40454949	CBR1	-4.919025535	8.7e-07
BRD-K40454949	PSMG1	-4.099844023999999	4.13e-05
BRD-K40454949	EBNA1BP2	-5.191252451	2.0899999999999998e-07
BRD-K40454949	CTSL	-6.318415122999999	2.64e-10
BRD-K40454949	TXNRD1	-5.451688154	4.9900000000000003e-08
BRD-K40454949	TMCO1	-5.041955248	4.61e-07
BRD-K40454949	STUB1	-5.0599863439999995	4.19e-07
BRD-K40454949	RFC2	-4.088572714	4.34e-05
BRD-K40454949	APRT	-4.872307776	1.1e-06
BRD-K39522184	TP53BP2	-6.822379351	8.949999999999999e-12
BRD-K39522184	DNM1L	-4.909643407	9.12e-07
BRD-K51322285	CDC20	-4.196738205	2.71e-05
BRD-K51322285	PLOD3	-6.232782387	4.58e-10
BRD-K51322285	TXNRD1	-4.996548419	5.839999999999999e-07
BRD-K51322285	FAT1	-4.153977224	3.27e-05
BRD-K51322285	IPO13	-4.413764807	1.0199999999999999e-05
BRD-K31593641	BLVRA	-4.220328322	2.44e-05
BRD-K31593641	DNM1L	-4.424600033	9.66e-06
BRD-K77791851	CDC20	-4.507108973999999	6.57e-06
BRD-K77791851	SCAND1	-4.479690579	7.48e-06
BRD-K26051610	GMNN	-4.802430164	1.57e-06
BRD-K26051610	LYPLA1	-4.117652691	3.8299999999999996e-05
BRD-K86619642	MEST	-4.169289801000001	3.06e-05
BRD-K86619642	COX8A	-4.619368531	3.85e-06
BRD-K15178090	HLA-DMA	-4.219675438	2.45e-05
BRD-K13118793	RHEB	-4.25041971	2.13e-05
BRD-K13118793	KLHDC2	-4.097530155	4.18e-05
BRD-K13118793	NUP85	-4.1787138960000005	2.9299999999999997e-05
BRD-K07634536	JMJD6	-5.798642387999999	6.690000000000001e-09
BRD-K33258928	CANT1	-4.126083372	3.69e-05
BRD-K64469479	HACD3	-5.109961927	3.2200000000000005e-07
BRD-K30854557	TMEM50A	-4.537809226	5.68e-06
BRD-K12678780	HSPB1	-4.856128356	1.2e-06
BRD-K12678780	RPS6	-5.0784700339999995	3.8e-07
BRD-K12678780	CDK4	-4.338732209	1.4300000000000002e-05
BRD-K12678780	MIF	-4.429942757	9.43e-06
BRD-K12678780	ETFB	-4.620237253	3.83e-06
BRD-K12678780	MRPL12	-4.963233563999999	6.93e-07
BRD-K12678780	RPA1	-4.145853497	3.39e-05
BRD-K12678780	S100A4	-4.300153613	1.7100000000000002e-05
BRD-K12678780	DRAP1	-4.671273504	2.99e-06
BRD-K12678780	MTHFD2	-4.134235284	3.5600000000000005e-05
BRD-K12678780	PYGL	-4.219090377	2.45e-05
BRD-K12678780	TXNRD1	-4.499383863	6.82e-06
BRD-K12678780	TMCO1	-4.083411432	4.44e-05
BRD-K12678780	PAFAH1B3	-4.102304168	4.09e-05
BRD-K12678780	LSM5	-4.059331736	4.92e-05
BRD-K12678780	PFN1	-4.614977843	3.93e-06
BRD-K12678780	EEF1A2	-5.247965081	1.54e-07
BRD-K44207800	DLD	-4.411190823	1.0300000000000001e-05
BRD-K59108735	PGAM1	-4.077378953	4.55e-05
BRD-K59108735	HMGCS1	-4.258692483	2.0600000000000003e-05
BRD-M44900776	MLEC	-4.489440557	7.14e-06
BRD-K22356478	TIMM9	-4.236173611	2.27e-05
BRD-K28001518	TIMELESS	-5.789506144	7.06e-09
BRD-K75091523	ANXA7	-4.816121054	1.46e-06
BRD-K46276961	TIMELESS	-4.953519358	7.29e-07
BRD-K23674935	SYNGR3	-4.522925396000001	6.1e-06
BRD-K25682970	RPS6	-4.334764057	1.4599999999999999e-05
BRD-K12216461	KTN1	-4.183144396	2.8800000000000002e-05
BRD-K12216461	PAFAH1B1	-4.347590862	1.3800000000000002e-05
BRD-K12216461	PTPN1	-5.043127135	4.5799999999999995e-07
BRD-K12216461	FAM69A	-4.210167878	2.55e-05
BRD-K40963786	TXNRD1	-4.641996918	3.45e-06
BRD-K40963786	TCEB2	-5.10110177	3.38e-07
BRD-K32889681	DNAJA3	-4.608399384	4.06e-06
BRD-K32889681	POLR2I	-4.555113123	5.24e-06
BRD-K89144439	LSM5	-4.066776225	4.77e-05
BRD-K89144439	DNM1L	-6.464771077000001	1.01e-10
BRD-K23191900	AKR7A2	-4.780581651	1.75e-06
PSH-003	HMOX1	-4.092948224	4.26e-05
PSH-003	GAPDH	-5.000299696	5.72e-07
4,5,6,7-tetrabromobenzotriazole	SERPINE1	-4.997209647	5.82e-07
4,5,6,7-tetrabromobenzotriazole	TBP	-4.5387782969999995	5.66e-06
4,5,6,7-tetrabromobenzotriazole	HSPB1	-4.614751741	3.94e-06
4,5,6,7-tetrabromobenzotriazole	CLTC	-4.497387492	6.88e-06
4,5,6,7-tetrabromobenzotriazole	AURKB	-4.793918487	1.64e-06
4,5,6,7-tetrabromobenzotriazole	GAPDH	-10.59904997	3.01e-26
4,5,6,7-tetrabromobenzotriazole	COG4	-5.340501977	9.269999999999999e-08
4,5,6,7-tetrabromobenzotriazole	PAK4	-6.031172037	1.6300000000000002e-09
4,5,6,7-tetrabromobenzotriazole	SNX6	-4.78555076	1.71e-06
4,5,6,7-tetrabromobenzotriazole	PAF1	-6.859115202999999	6.929999999999999e-12
4,5,6,7-tetrabromobenzotriazole	RUVBL1	-6.5819092779999995	4.64e-11
4,5,6,7-tetrabromobenzotriazole	AKT1	-4.374504657	1.22e-05
4,5,6,7-tetrabromobenzotriazole	TWF2	-5.017885196	5.22e-07
4,5,6,7-tetrabromobenzotriazole	TRAPPC6A	-4.947375828999999	7.520000000000001e-07
4,5,6,7-tetrabromobenzotriazole	KIAA0100	-4.751963321	2.01e-06
4,5,6,7-tetrabromobenzotriazole	ETFB	-4.3855255280000005	1.1599999999999999e-05
4,5,6,7-tetrabromobenzotriazole	SCARB1	-5.041300045	4.6200000000000003e-07
4,5,6,7-tetrabromobenzotriazole	DDIT4	-5.164725661	2.41e-07
4,5,6,7-tetrabromobenzotriazole	CBR1	-5.473281916	4.42e-08
4,5,6,7-tetrabromobenzotriazole	LRPAP1	-4.072814805	4.6399999999999996e-05
4,5,6,7-tetrabromobenzotriazole	P4HA2	-4.270802293	1.95e-05
4,5,6,7-tetrabromobenzotriazole	GALE	-4.610543243	4.02e-06
4,5,6,7-tetrabromobenzotriazole	PAFAH1B3	-6.660412474	2.7300000000000002e-11
4,5,6,7-tetrabromobenzotriazole	SORBS3	-4.069475715	4.71e-05
4,5,6,7-tetrabromobenzotriazole	TPD52L2	-4.50359804	6.68e-06
4,5,6,7-tetrabromobenzotriazole	NUSAP1	-5.382597291000001	7.34e-08
4,5,6,7-tetrabromobenzotriazole	TEX10	-7.043079941	1.88e-12
4,5,6,7-tetrabromobenzotriazole	VGLL4	-4.6454827519999995	3.39e-06
4,5,6,7-tetrabromobenzotriazole	CLTB	-4.390712703	1.13e-05
4,5,6,7-tetrabromobenzotriazole	MBOAT7	-4.457856908	8.28e-06
4,5,6,7-tetrabromobenzotriazole	RAB4A	-4.357453367	1.32e-05
4,5,6,7-tetrabromobenzotriazole	STX4	-4.692222152	2.7e-06
4,5,6,7-tetrabromobenzotriazole	ZER1	-5.12724231	2.94e-07
4,5,6,7-tetrabromobenzotriazole	RPL24	-5.7030522889999995	1.18e-08
4,5,6,7-tetrabromobenzotriazole	RPL37	-6.3562269129999995	2.07e-10
4,5,6,7-tetrabromobenzotriazole	P4HB	-4.594164501	4.34e-06
4,5,6,7-tetrabromobenzotriazole	RPL32	-5.6078965279999995	2.0499999999999998e-08
4,5,6,7-tetrabromobenzotriazole	RPS21	-5.253804699	1.49e-07
4,5,6,7-tetrabromobenzotriazole	RPS8	-4.614241299	3.95e-06
4,5,6,7-tetrabromobenzotriazole	RPL31	-5.7154581879999995	1.09e-08
4,5,6,7-tetrabromobenzotriazole	RPS29	-6.4000059789999995	1.55e-10
4,5,6,7-tetrabromobenzotriazole	SUPT5H	-5.428055291000001	5.7e-08
4,5,6,7-tetrabromobenzotriazole	SETX	-4.628446353	3.68e-06
4,5,6,7-tetrabromobenzotriazole	LPCAT3	-4.769025741	1.85e-06
4,5,6,7-tetrabromobenzotriazole	SDF2	-6.312757697	2.74e-10
4,5,6,7-tetrabromobenzotriazole	SEC61B	-5.236775658	1.6300000000000002e-07
4,5,6,7-tetrabromobenzotriazole	PVRL2	-5.393142686	6.92e-08
4,5,6,7-tetrabromobenzotriazole	KMT2B	-5.27289687	1.34e-07
4,5,6,7-tetrabromobenzotriazole	HELZ	-5.1224558039999994	3.02e-07
4,5,6,7-tetrabromobenzotriazole	KLF7	-4.780846522	1.75e-06
4,5,6,7-tetrabromobenzotriazole	RASSF1	-5.569075359	2.56e-08
4,5,6,7-tetrabromobenzotriazole	TRAF2	-4.794663075	1.63e-06
4,5,6,7-tetrabromobenzotriazole	NUDT1	-4.702690388	2.57e-06
4,5,6,7-tetrabromobenzotriazole	RPS3	-5.566207372999999	2.6e-08
4,5,6,7-tetrabromobenzotriazole	PPP4C	-5.057880635	4.24e-07
4,5,6,7-tetrabromobenzotriazole	DHX38	-5.125506261	2.9699999999999997e-07
4,5,6,7-tetrabromobenzotriazole	SLC12A4	-4.689355909	2.74e-06
4,5,6,7-tetrabromobenzotriazole	SLC9A1	-5.168629452	2.3600000000000002e-07
4,5,6,7-tetrabromobenzotriazole	NCBP1	-4.613477254	3.96e-06
4,5,6,7-tetrabromobenzotriazole	MZF1	-5.579254687000001	2.4199999999999998e-08
4,5,6,7-tetrabromobenzotriazole	FBL	-4.659541544	3.17e-06
4,5,6,7-tetrabromobenzotriazole	USP32	-4.737073015	2.17e-06
4,5,6,7-tetrabromobenzotriazole	DCTN1	-5.423478375	5.8499999999999994e-08
4,5,6,7-tetrabromobenzotriazole	PRRC2A	-4.618611051	3.86e-06
4,5,6,7-tetrabromobenzotriazole	MYL6	-4.759343671	1.94e-06
4,5,6,7-tetrabromobenzotriazole	PMPCA	-4.82625995	1.39e-06
4,5,6,7-tetrabromobenzotriazole	SCAP	-5.20524579	1.94e-07
4,5,6,7-tetrabromobenzotriazole	RPL17	-4.768051088	1.86e-06
4,5,6,7-tetrabromobenzotriazole	BICD2	-5.18363105	2.1800000000000002e-07
4,5,6,7-tetrabromobenzotriazole	CLASP1	-4.633696233	3.59e-06
4,5,6,7-tetrabromobenzotriazole	CEP170B	-4.869153601	1.12e-06
4,5,6,7-tetrabromobenzotriazole	RPS4X	-5.62553025	1.85e-08
4,5,6,7-tetrabromobenzotriazole	RPS12	-5.523535821	3.32e-08
4,5,6,7-tetrabromobenzotriazole	C14orf79	-5.5947236689999995	2.21e-08
4,5,6,7-tetrabromobenzotriazole	RPS7	-5.177220112	2.25e-07
4,5,6,7-tetrabromobenzotriazole	RPS9	-5.499436232000001	3.8100000000000004e-08
4,5,6,7-tetrabromobenzotriazole	IDH3G	-4.7792047239999995	1.76e-06
4,5,6,7-tetrabromobenzotriazole	ITGA6	-4.779493691	1.76e-06
4,5,6,7-tetrabromobenzotriazole	TADA3	-5.343569418	9.109999999999999e-08
4,5,6,7-tetrabromobenzotriazole	LYPLA2	-4.685963666	2.79e-06
4,5,6,7-tetrabromobenzotriazole	RPS17	-4.786563203	1.7e-06
4,5,6,7-tetrabromobenzotriazole	RPL7A	-6.298593212999999	3e-10
4,5,6,7-tetrabromobenzotriazole	GIT1	-5.818725578	5.93e-09
4,5,6,7-tetrabromobenzotriazole	SCAMP2	-5.02082465	5.15e-07
4,5,6,7-tetrabromobenzotriazole	INF2	-4.748443032	2.05e-06
4,5,6,7-tetrabromobenzotriazole	SECISBP2	-5.338727466	9.359999999999999e-08
4,5,6,7-tetrabromobenzotriazole	HEMK1	-4.916000266	8.83e-07
4,5,6,7-tetrabromobenzotriazole	MAN1B1	-6.052826117	1.4199999999999999e-09
4,5,6,7-tetrabromobenzotriazole	ANKHD1	-4.808072753	1.52e-06
4,5,6,7-tetrabromobenzotriazole	IPPK	-5.388993439	7.089999999999999e-08
4,5,6,7-tetrabromobenzotriazole	PODXL2	-4.950631984	7.4e-07
4,5,6,7-tetrabromobenzotriazole	ACBD4	-5.151308847	2.59e-07
4,5,6,7-tetrabromobenzotriazole	SLC35C2	-5.027257982	4.979999999999999e-07
4,5,6,7-tetrabromobenzotriazole	DCLRE1B	-5.254928174	1.48e-07
4,5,6,7-tetrabromobenzotriazole	UNC45A	-5.427315978999999	5.7199999999999996e-08
4,5,6,7-tetrabromobenzotriazole	MAP4	-4.905686833	9.31e-07
4,5,6,7-tetrabromobenzotriazole	KIAA0586	-4.6314904530000005	3.63e-06
4,5,6,7-tetrabromobenzotriazole	C9orf116	-4.985695711	6.17e-07
4,5,6,7-tetrabromobenzotriazole	HEATR6	-5.5062387820000005	3.67e-08
4,5,6,7-tetrabromobenzotriazole	RPS27A	-4.693436403	2.69e-06
4,5,6,7-tetrabromobenzotriazole	RPS13	-5.388637051	7.1e-08
4,5,6,7-tetrabromobenzotriazole	RPL27	-5.772804204	7.8e-09
4,5,6,7-tetrabromobenzotriazole	RPS24	-5.624630982999999	1.86e-08
4,5,6,7-tetrabromobenzotriazole	RPL30	-6.0433031360000005	1.51e-09
4,5,6,7-tetrabromobenzotriazole	RPS3A	-5.244568736000001	1.57e-07
4,5,6,7-tetrabromobenzotriazole	RPS23	-5.585377812999999	2.33e-08
4,5,6,7-tetrabromobenzotriazole	RPL37A	-5.567773227000001	2.58e-08
4,5,6,7-tetrabromobenzotriazole	RPL41	-5.72459651	1.04e-08
4,5,6,7-tetrabromobenzotriazole	PLCB2	-4.654986012	3.24e-06
4,5,6,7-tetrabromobenzotriazole	CYP11A1	-4.644437537	3.41e-06
4,5,6,7-tetrabromobenzotriazole	CAMK1	-5.3412283039999995	9.23e-08
4,5,6,7-tetrabromobenzotriazole	RGS12	-4.96538217	6.86e-07
4,5,6,7-tetrabromobenzotriazole	VIPR2	-4.8196473410000005	1.44e-06
4,5,6,7-tetrabromobenzotriazole	UCN	-4.694678802	2.67e-06
4,5,6,7-tetrabromobenzotriazole	CROCC	-5.089689042	3.5899999999999997e-07
4,5,6,7-tetrabromobenzotriazole	MAP3K10	-5.13069781	2.89e-07
4,5,6,7-tetrabromobenzotriazole	OPRL1	-4.710510438	2.47e-06
4,5,6,7-tetrabromobenzotriazole	AQP7	-4.80000698	1.59e-06
4,5,6,7-tetrabromobenzotriazole	CSF3	-5.76693119	8.07e-09
4,5,6,7-tetrabromobenzotriazole	HOXA6	-5.484104885	4.16e-08
4,5,6,7-tetrabromobenzotriazole	RPS14	-5.426834611	5.7400000000000004e-08
4,5,6,7-tetrabromobenzotriazole	RPL23A	-5.454890915	4.9e-08
4,5,6,7-tetrabromobenzotriazole	ADCY6	-4.844391391	1.27e-06
4,5,6,7-tetrabromobenzotriazole	TBC1D22A	-4.691491811000001	2.71e-06
4,5,6,7-tetrabromobenzotriazole	CCHCR1	-4.903284297	9.42e-07
4,5,6,7-tetrabromobenzotriazole	PPIA	-4.992268793	5.970000000000001e-07
4,5,6,7-tetrabromobenzotriazole	ATPAF2	-4.85156851	1.22e-06
4,5,6,7-tetrabromobenzotriazole	EEF1A1	-6.736254026	1.63e-11
4,5,6,7-tetrabromobenzotriazole	LIAS	-5.962485697999999	2.48e-09
4,5,6,7-tetrabromobenzotriazole	ARSF	-4.893564559	9.9e-07
4,5,6,7-tetrabromobenzotriazole	CEP131	-4.66521474	3.08e-06
4,5,6,7-tetrabromobenzotriazole	WDR62	-5.081806255	3.74e-07
4,5,6,7-tetrabromobenzotriazole	SCAND2P	-5.046973405	4.49e-07
4,5,6,7-tetrabromobenzotriazole	GRIK5	-4.614005772	3.95e-06
4,5,6,7-tetrabromobenzotriazole	RFX7	-5.096588678	3.46e-07
4,5,6,7-tetrabromobenzotriazole	DCUN1D2	-4.693422129	2.69e-06
4,5,6,7-tetrabromobenzotriazole	CPNE7	-4.769091684	1.85e-06
4,5,6,7-tetrabromobenzotriazole	NT5M	-4.58530886	4.53e-06
4,5,6,7-tetrabromobenzotriazole	ZNF771	-5.216993924	1.82e-07
4,5,6,7-tetrabromobenzotriazole	SNX16	-4.716960478	2.39e-06
4,5,6,7-tetrabromobenzotriazole	VCPIP1	-4.577166626	4.71e-06
4,5,6,7-tetrabromobenzotriazole	MRM1	-5.73524783	9.740000000000002e-09
4,5,6,7-tetrabromobenzotriazole	SLC2A9	-4.607738997	4.07e-06
4,5,6,7-tetrabromobenzotriazole	ANKMY1	-4.594940942	4.33e-06
